S,I,R,p_I,p_R,t
948,52,0,0.0948757,0.116159,0
45,842,113,0.115427,0.128562,1
0,782,218,0.160424,0.0611695,2
0,732,268,0.0736043,0.0584363,3
0,698,302,0.129082,0.111445,4
0,620,380,0.0614412,0.171729,5
0,517,483,0.138551,0.105142,6
0,465,535,0.103067,0.106015,7
0,415,585,0.123787,0.0707222,8
0,385,615,0.165413,0.127246,9
0,336,664,0.0930246,0.13823,10
0,275,725,0.0752,0.149311,11
0,227,773,0.152139,0.111746,12
0,201,799,0.151527,0.0667615,13
0,190,810,0.0566913,0.166062,14
0,164,836,0.109236,0.0869436,15
0,148,852,0.0654978,0.100345,16
0,137,863,0.0722621,0.0742207,17
0,129,871,0.0701715,0.109001,18
0,114,886,0.102074,0.147467,19
0,94,906,0.0927197,0.0595796,20
0,92,908,0.101925,0.105758,21
0,82,918,0.111255,0.13228,22
0,68,932,0.115452,0.112271,23
0,57,943,0.108973,0.143284,24
0,47,953,0.147979,0.159062,25
0,39,961,0.123774,0.0758212,26
0,38,962,0.162497,0.171495,27
0,29,971,0.159196,0.124259,28
0,22,978,0.116125,0.139392,29
0,19,981,0.109409,0.0672417,30
0,18,982,0.103932,0.103004,31
0,16,984,0.142304,0.0631515,32
0,16,984,0.128806,0.157049,33
0,12,988,0.102163,0.157388,34
0,7,993,0.154839,0.0843157,35
0,5,995,0.162526,0.134469,36
0,5,995,0.106818,0.114726,37
0,5,995,0.091408,0.145605,38
0,5,995,0.0649732,0.172608,39
0,4,996,0.0974523,0.160746,40
0,3,997,0.108946,0.142657,41
0,3,997,0.105872,0.125942,42
0,2,998,0.0820627,0.0925044,43
0,2,998,0.136959,0.133594,44
0,2,998,0.144153,0.0681449,45
0,1,999,0.163577,0.108117,46
0,1,999,0.094502,0.0677434,47
0,1,999,0.061684,0.130742,48
0,1,999,0.149565,0.132154,49
0,0,1000,0.0736133,0.0698237,50
0,0,1000,0.14669,0.0662806,51
0,0,1000,0.135113,0.110186,52
0,0,1000,0.136497,0.0583784,53
0,0,1000,0.15932,0.174194,54
0,0,1000,0.0876045,0.164049,55
0,0,1000,0.131436,0.0905893,56
0,0,1000,0.0943463,0.15991,57
0,0,1000,0.146509,0.085336,58
0,0,1000,0.124582,0.109509,59
0,0,1000,0.148053,0.102348,60
0,0,1000,0.139078,0.0954056,61
0,0,1000,0.103764,0.141999,62
0,0,1000,0.0943349,0.163189,63
0,0,1000,0.146065,0.103524,64
0,0,1000,0.0709279,0.136726,65
0,0,1000,0.102464,0.101193,66
0,0,1000,0.0851662,0.109256,67
0,0,1000,0.0610047,0.0756517,68
0,0,1000,0.0916951,0.108633,69
0,0,1000,0.0742526,0.123987,70
0,0,1000,0.126317,0.118542,71
0,0,1000,0.0646203,0.103203,72
0,0,1000,0.0836744,0.0899026,73
0,0,1000,0.132675,0.104039,74
0,0,1000,0.159421,0.125692,75
0,0,1000,0.125552,0.158028,76
0,0,1000,0.0935263,0.075424,77
0,0,1000,0.120284,0.0654226,78
0,0,1000,0.0788091,0.0623764,79
0,0,1000,0.146695,0.0898301,80
0,0,1000,0.151571,0.149102,81
0,0,1000,0.119122,0.145452,82
0,0,1000,0.157821,0.070617,83
0,0,1000,0.0711423,0.0859676,84
0,0,1000,0.118495,0.063557,85
0,0,1000,0.116722,0.109083,86
0,0,1000,0.134441,0.0592251,87
0,0,1000,0.16231,0.10986,88
0,0,1000,0.0804557,0.0822309,89
0,0,1000,0.0890923,0.100683,90
0,0,1000,0.128374,0.101123,91
0,0,1000,0.101738,0.0987091,92
0,0,1000,0.148103,0.101302,93
0,0,1000,0.0725721,0.0618092,94
0,0,1000,0.145952,0.10175,95
0,0,1000,0.112453,0.140702,96
0,0,1000,0.139054,0.159776,97
0,0,1000,0.0852339,0.12745,98
0,0,1000,0.157329,0.0768192,99
