S,I,R,p_I,p_R,t
953,47,0,0.0604449,0.144591,0
185,699,116,0.111665,0.0918552,1
0,801,199,0.0832376,0.110971,2
0,717,283,0.121838,0.161971,3
0,612,388,0.14586,0.0954887,4
0,558,442,0.0676711,0.0969257,5
0,505,495,0.0756686,0.100382,6
0,453,547,0.163221,0.122261,7
0,410,590,0.0750299,0.0610015,8
0,389,611,0.130279,0.122627,9
0,338,662,0.107024,0.17199,10
0,290,710,0.149823,0.103073,11
0,257,743,0.122067,0.107031,12
0,224,776,0.122857,0.171275,13
0,183,817,0.15443,0.0941472,14
0,169,831,0.0569716,0.168264,15
0,141,859,0.0663528,0.145683,16
0,120,880,0.100678,0.0637438,17
0,113,887,0.091286,0.171146,18
0,91,909,0.0958857,0.0977003,19
0,84,916,0.162931,0.174296,20
0,66,934,0.126972,0.174138,21
0,56,944,0.143376,0.164541,22
0,43,957,0.141795,0.095284,23
0,39,961,0.0741844,0.154645,24
0,31,969,0.0774496,0.13868,25
0,29,971,0.0698164,0.150313,26
0,27,973,0.135424,0.115613,27
0,20,980,0.0847793,0.151576,28
0,19,981,0.118447,0.104218,29
0,18,982,0.101513,0.144803,30
0,16,984,0.0870406,0.129277,31
0,16,984,0.148428,0.0625793,32
0,15,985,0.163794,0.146808,33
0,13,987,0.16292,0.0797082,34
0,13,987,0.0722552,0.129244,35
0,11,989,0.15349,0.12724,36
0,10,990,0.118142,0.167707,37
0,10,990,0.0623648,0.0648989,38
0,10,990,0.158025,0.147519,39
0,9,991,0.146722,0.105798,40
0,9,991,0.162697,0.14096,41
0,9,991,0.165433,0.0749741,42
0,8,992,0.15697,0.162182,43
0,5,995,0.117208,0.124135,44
0,5,995,0.159462,0.10738,45
0,5,995,0.164982,0.0772886,46
0,5,995,0.154418,0.145561,47
0,4,996,0.122528,0.130232,48
0,4,996,0.107761,0.0708194,49
0,3,997,0.0763758,0.0893673,50
0,3,997,0.153949,0.155696,51
0,3,997,0.0884792,0.167869,52
0,2,998,0.143,0.0756374,53
0,1,999,0.138015,0.172618,54
0,0,1000,0.114755,0.129121,55
0,0,1000,0.0794216,0.097663,56
0,0,1000,0.0785456,0.159138,57
0,0,1000,0.135677,0.164073,58
0,0,1000,0.12122,0.0906473,59
0,0,1000,0.16351,0.109219,60
0,0,1000,0.109685,0.0712927,61
0,0,1000,0.118435,0.0662451,62
0,0,1000,0.0820964,0.0693639,63
0,0,1000,0.0707755,0.111106,64
0,0,1000,0.0924499,0.155379,65
0,0,1000,0.0894654,0.130532,66
0,0,1000,0.0931455,0.161247,67
0,0,1000,0.120771,0.126871,68
0,0,1000,0.149578,0.101391,69
0,0,1000,0.120851,0.103762,70
0,0,1000,0.0733476,0.152513,71
0,0,1000,0.156551,0.0747935,72
0,0,1000,0.0784658,0.0694394,73
0,0,1000,0.0767212,0.0834652,74
0,0,1000,0.0943966,0.117982,75
0,0,1000,0.161694,0.102839,76
0,0,1000,0.136025,0.0755603,77
0,0,1000,0.142034,0.112159,78
0,0,1000,0.0834956,0.0804721,79
0,0,1000,0.161305,0.174638,80
0,0,1000,0.060498,0.112782,81
0,0,1000,0.159341,0.106826,82
0,0,1000,0.0957945,0.149362,83
0,0,1000,0.132408,0.163452,84
0,0,1000,0.0925187,0.0618623,85
0,0,1000,0.0713565,0.162944,86
0,0,1000,0.0630922,0.169771,87
0,0,1000,0.0989891,0.119909,88
0,0,1000,0.0932967,0.113372,89
0,0,1000,0.145657,0.173433,90
0,0,1000,0.161417,0.157237,91
0,0,1000,0.0644619,0.140092,92
0,0,1000,0.104222,0.14245,93
0,0,1000,0.121657,0.113848,94
0,0,1000,0.141742,0.170898,95
0,0,1000,0.161583,0.143257,96
0,0,1000,0.0950602,0.0616265,97
0,0,1000,0.0786115,0.0594754,98
0,0,1000,0.15159,0.159175,99
