S,I,R,p_I,p_R,t
946,54,0,0.164351,0.0735436,0
1,923,76,0.102828,0.121301,1
0,802,198,0.0836049,0.169783,2
0,654,346,0.106965,0.0862751,3
0,605,395,0.137853,0.088756,4
0,551,449,0.134038,0.122093,5
0,475,525,0.123437,0.171119,6
0,384,616,0.163544,0.164377,7
0,329,671,0.150887,0.0949342,8
0,296,704,0.133774,0.119814,9
0,259,741,0.123945,0.134605,10
0,224,776,0.14757,0.116859,11
0,194,806,0.151554,0.173844,12
0,152,848,0.157861,0.132716,13
0,134,866,0.113706,0.158495,14
0,112,888,0.16659,0.123969,15
0,99,901,0.140441,0.123051,16
0,92,908,0.0743606,0.0793846,17
0,81,919,0.160928,0.0588343,18
0,78,922,0.0869025,0.0730429,19
0,74,926,0.0997042,0.133198,20
0,63,937,0.114427,0.0912063,21
0,57,943,0.0560791,0.139735,22
0,53,947,0.0864295,0.115785,23
0,47,953,0.0751879,0.108768,24
0,43,957,0.115526,0.0610643,25
0,40,960,0.113616,0.0754497,26
0,38,962,0.138656,0.0736161,27
0,36,964,0.154692,0.0630459,28
0,36,964,0.152507,0.158157,29
0,32,968,0.113405,0.100699,30
0,25,975,0.0861668,0.165423,31
0,24,976,0.0859137,0.105647,32
0,21,979,0.0628157,0.143006,33
0,15,985,0.129873,0.159366,34
0,13,987,0.0754878,0.14383,35
0,10,990,0.110922,0.147927,36
0,10,990,0.0852165,0.170965,37
0,8,992,0.0992471,0.105601,38
0,7,993,0.0942573,0.155305,39
0,5,995,0.0707158,0.0976007,40
0,4,996,0.0621266,0.111793,41
0,2,998,0.11137,0.137588,42
0,2,998,0.164529,0.166407,43
0,2,998,0.0841855,0.170145,44
0,1,999,0.149427,0.0602349,45
0,1,999,0.153513,0.0730563,46
0,1,999,0.05584,0.169646,47
0,1,999,0.1645,0.107461,48
0,1,999,0.0749673,0.105052,49
0,0,1000,0.160914,0.138914,50
0,0,1000,0.157036,0.0637176,51
0,0,1000,0.105692,0.115103,52
0,0,1000,0.0924816,0.0988437,53
0,0,1000,0.0808865,0.147593,54
0,0,1000,0.0856502,0.0965409,55
0,0,1000,0.0573448,0.0651243,56
0,0,1000,0.158309,0.107769,57
0,0,1000,0.103852,0.103814,58
0,0,1000,0.126984,0.133855,59
0,0,1000,0.144563,0.148926,60
0,0,1000,0.131901,0.0999579,61
0,0,1000,0.121611,0.172195,62
0,0,1000,0.165133,0.109607,63
0,0,1000,0.111703,0.12248,64
0,0,1000,0.138019,0.0881808,65
0,0,1000,0.108675,0.061773,66
0,0,1000,0.0668982,0.164443,67
0,0,1000,0.14327,0.125334,68
0,0,1000,0.0951724,0.160772,69
0,0,1000,0.147938,0.14626,70
0,0,1000,0.120291,0.118282,71
0,0,1000,0.0588684,0.129229,72
0,0,1000,0.16379,0.0583349,73
0,0,1000,0.0717681,0.0898098,74
0,0,1000,0.124905,0.0873194,75
0,0,1000,0.100402,0.127514,76
0,0,1000,0.15524,0.15709,77
0,0,1000,0.0723276,0.121018,78
0,0,1000,0.0863934,0.169728,79
0,0,1000,0.0961765,0.166486,80
0,0,1000,0.0716939,0.113443,81
0,0,1000,0.0809528,0.0913257,82
0,0,1000,0.0804158,0.166623,83
0,0,1000,0.09146,0.128501,84
0,0,1000,0.112927,0.120052,85
0,0,1000,0.102378,0.152091,86
0,0,1000,0.0732632,0.0646437,87
0,0,1000,0.100782,0.0872911,88
0,0,1000,0.119527,0.153521,89
0,0,1000,0.145384,0.163393,90
0,0,1000,0.158563,0.142351,91
0,0,1000,0.0937981,0.0789721,92
0,0,1000,0.0886123,0.10506,93
0,0,1000,0.0972056,0.153682,94
0,0,1000,0.0920024,0.119157,95
0,0,1000,0.126936,0.121574,96
0,0,1000,0.107635,0.145343,97
0,0,1000,0.149432,0.0868465,98
0,0,1000,0.140717,0.0700659,99
